1427647993712, -0.3805064, -1.0402989, -0.81389475
1427647993721, -0.31206656, -0.95482206, -0.06884575
1427647993732, -0.33392918, -0.9707165, 0.6344538
1427647993742, -0.5199711, -1.282229, 1.6491194
1427647993751, -0.42363828, -1.0870748, 1.549139
1427647993761, -0.3465721, -0.9845817, 1.438509
1427647993771, -0.45347095, -1.0328317, 1.2733898
1427647993782, -0.7305261, -1.3472435, 0.7505617
1427647993791, -0.6840197, -1.2310238, 0.24802208
1427647993802, -0.6468146, -1.0920792, -0.2995758
1427647993812, -0.6553577, -1.3946416, -0.40055084
1427647993822, -0.09524524, -0.89353144, -0.4660082
1427647993833, -0.014904559, -0.73014796, 0.117526054
1427647993864, 0.2638884, -0.69904006, 0.048051834
1427647993868, 0.30304807, -0.9729501, 0.6207113
1427647993875, 0.2577614, -0.9162661, 0.74173546
1427647993877, 0.17556334, -0.8785804, 0.715971
1427647993882, 0.1174663, -0.81012464, 0.5880995
1427647993890, 0.017358601, -0.7783443, 0.25595856
1427647993900, -0.047404647, -0.6226754, 0.18178272
1427647993910, -0.09921533, -0.5287862, 0.22204113
1427647993921, -0.0563879, -0.46899766, 0.03972721
1427647993932, -0.014464557, -0.40584388, -0.30532265
1427647993941, -0.042217433, -0.339998, -0.31321144
1427647993952, -0.026112497, -0.26433694, -0.3348446
1427647993963, -0.059197247, -0.26509967, -0.3598137
1427647993972, -0.10098791, -0.31934, -0.4027729
1427647993983, -0.10377461, -0.37039366, -0.3222189
1427647993991, 0.0012561679, -0.40357518, -0.1888218
1427647994007, 0.1772182, -0.5756879, -0.08976555
1427647994012, 0.12645164, -0.62144065, -0.0181818
1427647994022, 0.12414563, -0.64272, 0.031422615
1427647994032, 0.12230083, -0.62143624, 0.10175228
1427647994041, 0.09784067, -0.58142495, 0.13503265
1427647994054, 0.17020988, -0.5494158, 0.13867188
1427647994061, 0.13616791, -0.46251702, 0.20287514
1427647994072, 0.116595775, -0.39299798, 0.24657536
1427647994084, 0.13158387, -0.35270572, 0.51904106
1427647994092, 0.12825143, -0.34345603, 0.6603985
1427647994106, 0.12558548, -0.328395, 0.6125946
1427647994112, 0.26135874, -0.21674716, 0.35216904
1427647994121, 0.42360747, -0.06613755, 0.105522156
1427647994134, 0.2929173, -0.060571432, -0.13010311
1427647994141, 0.20368807, 0.0051728487, -0.3492489
1427647994151, 0.15528901, 0.103737, -0.509243
1427647994162, 0.10124687, 0.2668643, -1.0049868
1427647994171, 0.012044489, 0.32075173, -1.0185099
1427647994182, -0.036333077, 0.40216887, -0.94505215
1427647994192, -0.10568092, 0.39834958, -0.80201054
1427647994206, -0.329711, 0.4565857, -0.46539497
1427647994213, -0.33272183, 0.44954446, -0.24973297
1427647994222, -0.3198076, 0.36729705, 0.0070734024
1427647994234, -0.2864918, 0.25553042, 0.5113144
1427647994241, -0.21387058, 0.15845567, 0.52397346
1427647994253, -0.18641937, 0.050150037, 0.60305405
1427647994261, -0.1338126, -0.013510108, 0.5360737
1427647994276, -0.10705009, -0.01080811, 0.18369198
1427647994283, -0.06265572, -0.0009849668, -0.021597862
1427647994292, -0.050124586, 0.029857755, -0.15518475
1427647994307, 0.0058689713, 0.08517778, -0.19310093
1427647994314, 0.08897108, 0.2596784, -0.3077097
1427647994321, 0.07883832, 0.2537114, -0.34576607
1427647994335, 0.055409193, 0.22595344, -0.2842741
1427647994342, 0.08263457, 0.19608563, -0.07419014
1427647994365, 0.043123305, 0.15686849, 0.06323147
1427647994368, 0.0038528442, 0.1101719, -0.056674957
1427647994372, -0.035224944, 0.080476075, -0.22921467
1427647994380, -0.028179944, 0.07204233, -0.22167873
1427647994390, 0.061731964, 0.13424832, -0.108389854
1427647994402, 0.01873979, 0.09973722, -0.09437275
1427647994410, -0.015653938, 0.049144, -0.10614395
1427647994420, -0.050830364, 0.031653747, -0.11556053
1427647994433, -0.06364864, 0.032984436, 0.091425896
1427647994441, -0.050918907, 0.034049004, 0.21870804
1427647994451, -0.0177508, 0.034900635, 0.32819557
1427647994463, -0.02186212, 0.027920514, 0.66861343
1427647994473, -0.08644271, 0.0146749765, 0.6038437
1427647994482, -0.13810715, 0.004078537, 0.5520277
1427647994495, -0.2100845, 0.0032628179, 0.4492836
1427647994502, -0.25234354, 0.15583917, 0.4666872
