loggingTime,loggingSample,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy
2015-05-02 14:16:39.394,1,1430565398.444224,51.73538889275094,39.26766042601249,105.1542,0.92,137.4609375,32,30,-9999,1430565399.369195,25.65497970581055,62.58423614501953,102.6492462158203,337.5387878417969,328.1150817871094,-1,147387.9619539167,0.060943603515625,-0.1649017333984375,-0.99627685546875,147387.9669489167,-0.01078287293762183,0.1612283050256151,-0.006297577029710374,147387.9452809167,-0.2103105363808428,0.0463720144216714,0.1530805483065291,-0.07057607173919678,0.162134200334549,-0.05406706035137177,0.008279088884592056,-0.0201545637100935,-0.01110843382775784,XArbitraryZVertical,0.07844904565840272,0.01496457679651657,-0.1028631672657312,0.9914842295753634,0.04581331834197044,-0.1524833738803864,-0.9872435927391052,0,0,0,-1
2015-05-02 14:16:39.419,2,1430565398.444224,51.73538889275094,39.26766042601249,105.1542,0.92,137.4609375,32,30,-9999,1430565399.369195,25.65497970581055,62.58423614501953,102.6492462158203,337.5387878417969,328.1150817871094,-1,147387.9717099167,0.050140380859375,-0.1653900146484375,-1.001968383789062,147387.9777819167,0.02410906471626933,0.1793465888697512,-0.01776621394802761,147387.9561149167,-0.2105949340539499,0.04803824398554787,0.1532628522995504,0.01709514297544956,0.1094954758882523,-0.01551906950771809,0.01350196916610003,-0.01586977951228619,-0.009337090887129307,XArbitraryZVertical,0.07862729761012596,0.01576970789212111,-0.1029358560940904,0.9914500864459618,0.04745689406991005,-0.1526635438203812,-0.9871381521224976,0,0,0,-1
2015-05-02 14:16:39.420,3,1430565398.444224,51.73538889275094,39.26766042601249,105.1542,0.92,137.4609375,32,30,-9999,1430565399.408925,25.7918643951416,62.31047439575195,101.7173004150391,337.0638732910156,327.6401672363281,-1,147387.9814469167,0.0474090576171875,-0.1568450927734375,-1.003204345703125,147387.9886419167,0.03168149695980063,0.1720649738172565,-0.05408161120456612,147387.9669489167,-0.2106718281936265,0.04906233156000508,0.1540910341650275,0.07199912518262863,0.07116948068141937,0.003231280483305454,0.01248203683644533,-0.01141976658254862,-0.009314463473856449,XArbitraryZVertical,0.07909099590845535,0.01623017476131857,-0.1029202878295491,0.9914073885878151,0.04846156761050224,-0.1534819602966309,-0.9869623780250549,0,0,0,-1
2015-05-02 14:16:39.421,4,1430565398.444224,51.73538889275094,39.26766042601249,105.1542,0.92,137.4609375,32,30,-9999,1430565399.408925,25.7918643951416,62.31047439575195,101.7173004150391,337.0638732910156,327.6401672363281,-1,147387.9911759167,0.052703857421875,-0.1501007080078125,-1.006256103515625,147387.9886419167,0.03168149695980063,0.1720649738172565,-0.05408161120456612,147387.9777819167,-0.2107668889551522,0.05002018462761314,0.1553185695817487,0.1068921014666557,0.08928801119327545,-0.008237363770604134,0.0007429291144944727,-0.01069517247378826,-0.0152417765930295,XArbitraryZVertical,0.07974929451465482,0.01663569497980621,-0.1029093133032382,0.9913490691539547,0.04939744994044304,-0.1546948403120041,-0.9867265820503235,0,0,0,-1
2015-05-02 14:16:39.423,5,1430565398.444224,51.73538889275094,39.26766042601249,105.1542,0.92,137.4609375,32,30,-9999,1430565399.408925,25.7918643951416,62.31047439575195,101.7173004150391,337.0638732910156,327.6401672363281,-1,147388.0009099167,0.08135986328125,-0.142242431640625,-1.013534545898438,147387.9886419167,0.03168149695980063,0.1720649738172565,-0.05408161120456612,147387.9777819167,-0.2107668889551522,0.05002018462761314,0.1553185695817487,0.1068921014666557,0.08928801119327545,-0.008237363770604134,0.0007429291144944727,-0.01069517247378826,-0.0152417765930295,XArbitraryZVertical,0.07974929451465482,0.01663569497980621,-0.1029093133032382,0.9913490691539547,0.04939744994044304,-0.1546948403120041,-0.9867265820503235,0,0,0,-1
2015-05-02 14:16:39.424,6,1430565398.444224,51.73538889275094,39.26766042601249,105.1542,0.92,137.4609375,32,30,-9999,1430565399.408925,25.7918643951416,62.31047439575195,101.7173004150391,337.0638732910156,327.6401672363281,-1,147388.0106269167,0.0882720947265625,-0.1447296142578125,-1.004135131835938,147387.9994719167,0.03949361370143907,0.1455436177855934,-0.08325387778529408,147387.9886419167,-0.2111783384981971,0.05096773594012903,0.1565383144686482,0.1144643053412437,0.08200626820325851,-0.04455268383026123,-0.002913695527240634,-0.000945304287597537,-0.01671416498720646,XArbitraryZVertical,0.08040586847594888,0.0170236894675991,-0.1030550484311771,0.9912743047736028,0.0503227524459362,-0.1558997929096222,-0.9864901900291443,0,0,0,-1
2015-05-02 14:16:39.425,7,1430565398.444224,51.73538889275094,39.26766042601249,105.1542,0.92,137.4609375,32,30,-9999,1430565399.408925,25.7918643951416,62.31047439575195,101.7173004150391,337.0638732910156,327.6401672363281,-1,147388.0203649167,0.078948974609375,-0.157135009765625,-1.00311279296875,147388.0102959167,0.06546928802574493,0.1118839247680819,-0.09643705781340434,147387.9994719167,-0.2119639143954224,0.05179186442722285,0.1576563603246422,0.1222751885652542,0.05548523738980293,-0.07372505217790604,0.001577182090841234,0.006903358269482851,-0.01998241618275642,XArbitraryZVertical,0.08100903426908247,0.01734049340258802,-0.1033922692656144,0.9911845853883394,0.05112667381763458,-0.1570040732622147,-0.9862737059593201,0,0,0,-1
2015-05-02 14:16:39.428,8,1430565398.444224,51.73538889275094,39.26766042601249,105.1542,0.92,137.4609375,32,30,-9999,1430565399.408925,25.7918643951416,62.31047439575195,101.7173004150391,337.0638732910156,327.6401672363281,-1,147388.0301229167,0.08184814453125,-0.1676788330078125,-1.005508422851562,147388.0319819167,0.07996141172962913,0.03607038643625122,-0.1100929489350036,147388.0102959167,-0.2130630925485628,0.05275691307951552,0.1588086053537943,0.1482484191656113,0.02182893641293049,-0.08690930902957916,0.02929098345339298,0.01589948497712612,-0.0274919681251049,XArbitraryZVertical,0.08163943298099456,0.01771196978213209,-0.1038779904129372,0.9910755027830879,0.05206887796521187,-0.1581419110298157,-0.9860425591468811,0,0,0,-1
2015-05-02 14:16:39.438,9,1430565398.444224,51.73538889275094,39.26766042601249,105.1542,0.92,137.4609375,32,30,-9999,1430565399.408925,25.7918643951416,62.31047439575195,101.7173004150391,337.0638732910156,327.6401672363281,-1,147388.0398359167,0.0872344970703125,-0.1676025390625,-1.004486083984375,147388.0428149167,0.05749684898648373,0.003496996827383048,-0.1191527566473442,147388.0211379167,-0.2142731631797825,0.05380701438387547,0.1601957898933909,0.1669807136058807,-0.01783357001841068,-0.08812079578638077,0.02585652843117714,0.00237648282200098,-0.01734543964266777,XArbitraryZVertical,0.08239199502979484,0.01810751866791425,-0.1044103238179642,0.9909501305327788,0.05309244617819786,-0.1595114916563034,-0.9857673645019531,0,0,0,-1
2015-05-02 14:16:39.449,10,1430565399.440486,51.73530167904844,39.26772689450464,106.7881,1.3,139.921875,24,10,-9999,1430565399.408925,25.7918643951416,62.31047439575195,101.7173004150391,337.0638732910156,327.6401672363281,-1,147388.0495699167,0.0957489013671875,-0.1656341552734375,-1.000198364257812,147388.0536479167,0.03012514561875833,-0.02068610376719048,-0.1379285749646209,147388.0319819167,-0.2155171273722939,0.05394608821300478,0.1619900664890763,0.162738025188446,-0.05397409573197365,-0.1005682274699211,0.02863412350416183,-0.006396295037120581,-0.02003584057092667,XArbitraryZVertical,0.08329905472006846,0.01802709685400385,-0.1049891887274239,0.9908145949228437,0.05321402102708817,-0.1612825393676758,-0.985472559928894,0,0,0,-1
