-37.91608704,-116.01088029,-8.364758625
-129.41882265,-386.72330898,99.972876825
-272.23268785,-771.77045938,410.934587325
-428.83851805,-1192.69217794,804.810142275
-635.76708845,-1759.15186534,1388.51474277
-893.38769635,-2431.30722274,2091.30236328
-1284.41994994,-3358.39706763,2930.55925538
-1651.30278175,-4199.80596099,3610.20586384
-2183.25300649,-5365.47130513,4374.23495132
-2729.57297189,-6574.29895653,5025.20089202
-3257.41183829,-7847.42424393,5626.29314472
-3835.50128059,-9331.23968561,6334.45605249
-5081.72608025,-14396.0774042,8379.41640998
-5251.61720732,-15029.6151704,8655.20012005
-5534.22388979,-16192.0305183,9183.64921079
-5615.71960596,-16523.0068088,9333.73834307
-5815.93172686,-17376.4343071,9727.43505001
-6136.9540206,-18800.4368644,10370.1598129
-6546.03692886,-20642.707599,11190.594832
-6967.63190427,-22533.1624936,12035.2468847
-7436.16393792,-24668.702712,12959.3623691
-7903.90982071,-26849.5292361,13825.6582964
-8291.02442008,-28655.0623317,14511.5041544
-8766.81414126,-30892.9722577,15304.4898745
-9251.76835669,-33163.005389,16052.4275064
-9657.88884574,-35045.9825999,16633.2503487
-10168.0945225,-37398.8183104,17304.5994619
-10534.4665216,-39132.4174507,17788.9041013
-11199.2391257,-42794.8510732,18735.128004
-11409.327356,-43939.6380887,19033.731778
-11814.043263,-46310.0841033,19636.1072635
-12206.6213271,-48741.6095539,20252.1744602
-12553.5574807,-50972.66096,20818.4625515
-13017.262955,-54300.5543147,21663.6881507
-13264.6867262,-56101.4934723,22127.4113794
-13637.5758409,-58985.0629481,22893.0620451
-14023.6371712,-62181.0216724,23824.156212
-14275.01528,-64327.7027262,24483.3699418
-14685.1869192,-68161.7091628,25780.1144652
-14852.1359828,-69802.7665351,26329.1502731
-15058.1479565,-72266.5361325,27156.0163628
-15306.247309,-75836.8002513,28311.2243078
-15438.195932,-77756.1139569,28913.5092525
-15610.5296958,-80482.6111788,29709.7535778
-15790.2614246,-83439.0277875,30431.2255965
-15940.8629719,-85832.1525514,30947.5187782
-16132.1221855,-88699.9663791,31457.4330529
-16319.8480165,-91269.4367096,31852.6677717
-16672.2015496,-94760.3434472,32325.3109947
-16856.6775317,-96495.1279975,32566.0815864
-17122.2368229,-98695.0993353,32884.3697827
-17520.9284963,-101593.033922,33418.8159911
-17757.1854712,-103282.581551,33747.6131239
-18193.4814476,-106174.771644,34419.5181409
-18488.2433118,-108106.602545,34889.9712997
-19069.0224564,-111731.622614,35801.9025938
-19339.0377896,-113422.803616,36216.2392592
-19690.3168428,-115593.520446,36730.7832146
-20270.4177442,-119184.649728,37533.6598802
-20534.9002448,-120845.89553,37895.8567934
-20795.7679204,-122494.855665,38240.1787881
-21305.0760464,-125738.777483,38862.1887295
-21556.371519,-127357.397816,39181.6701558
-22354.4903835,-132567.031516,40287.54132
-22460.0285847,-133250.473597,40428.8387873
-22601.614702,-134160.459311,40612.074308
-22886.9286123,-135974.802293,40960.931626
-23233.1840077,-138225.475465,41389.6119445
-23648.3466053,-140912.794931,41890.1472041
-23927.5239584,-142704.410805,42218.1774499
-24283.4940468,-144941.148344,42615.1269357
-24759.0861184,-147842.603085,43161.8491663
-25053.3366482,-149626.560181,43514.5354412
-25421.7756742,-151852.633416,43995.8742986
-25867.5596753,-154519.984505,44698.2096943
-26250.7010222,-156742.251063,45333.9489398
-26608.4183312,-158742.455797,45946.0126599
-27170.2982633,-161631.051884,46911.7044721
-27481.8374014,-163175.144055,47445.5514764
-28003.8861741,-165579.384364,48306.4383126
-28390.4491786,-167323.563867,48918.4283365
-29049.3943386,-170142.215622,49861.2924393
-29404.6231016,-171655.996958,50332.9306888
-30063.1222134,-174436.910731,51095.3750409
-30466.4877751,-176140.380408,51552.9077926
-31015.7336897,-178462.568599,52132.1088793
-31457.0480082,-180344.274389,52600.0778794
-31991.588832,-182616.996583,53159.5951402
-32380.228837,-184253.532228,53611.7330394
-32944.2226937,-186461.629257,54321.2320132
-33415.9769424,-188244.803507,54921.2207059
-33997.0884236,-190365.006847,55691.2787681
-34546.8705299,-192266.838389,56452.9233292
-35109.9860703,-194009.158777,57124.833388
-35793.9787706,-195968.853147,57848.8672754
-36594.1535183,-198129.908582,58597.8366706
-37335.1028763,-200078.51046,59224.7713953
-38139.3823953,-202168.048128,59812.2590682
-38795.4305905,-203852.193515,60271.4025936
-39522.4986359,-205692.233564,60758.2228988
-40174.1944416,-207325.563023,61182.8280343
-40954.1608453,-209272.117777,61712.6598641
-41580.1589912,-210832.862683,62201.06646
-42326.2815286,-212694.475188,62855.1511053
-42994.1393664,-214358.565707,63474.7995117
-43592.5689531,-215838.498197,64049.5766244
-44331.4845299,-217614.952076,64803.5730449
-45377.0390391,-219964.537709,65921.6112073
-45724.6717311,-220748.087517,66286.7583796
-46422.0146767,-222264.476023,66990.1407273
-47115.6829959,-223735.689072,67664.3524665
-47804.8793396,-225153.906609,68268.4928902
-48470.9614076,-226476.48066,68770.9906088
-49195.6620237,-227836.630132,69209.9536033
-50530.0665656,-230040.775524,69584.4342782
-50722.8835383,-230369.873377,69654.3007008
-51044.8535533,-230901.320328,69753.9623852
-51689.3929407,-231901.913121,69903.9153461
-52206.681186,-232676.170759,70016.1491456
-52925.4740394,-233677.620562,70155.3218654
-53512.0544299,-234458.007946,70289.2021841
-54218.4608512,-235357.383011,70457.3258124
-55030.3775479,-236354.849263,70657.2026986
-55468.4019131,-236888.555483,70765.0911903
-56082.6310257,-237625.822719,70925.1566185
-56741.8672775,-238407.389835,71114.8660646
-57324.3375101,-239090.121506,71306.856113
-57944.0900242,-239812.542494,71546.6116164
-58377.7184621,-240327.141968,71725.5506623
-58885.7515105,-240954.910068,71950.2679326
-59366.3053098,-241571.304995,72163.189253
-59855.6434777,-242237.615323,72358.2865184
-60239.7637137,-242778.749192,72498.3333639
-60643.8719831,-243368.598589,72622.0394912
-61151.6432569,-244148.795979,72718.0847954
-61366.4753377,-244481.297127,72760.0905956
-61915.3247365,-245382.023132,72844.0233722
-62078.2655077,-245650.401462,72872.9502103
-62352.0489836,-246132.428746,72936.3041643
-62665.8840184,-246725.613782,73075.2733806
-62920.3317662,-247213.663793,73228.6707564
-63257.5674482,-247872.885804,73506.1716801
-63457.1450041,-248258.216803,73680.7855045
-63798.0496406,-248866.334007,74001.5081333
-64093.6640873,-249363.083392,74280.4867713
